maxMupPrimaryCareScore,nursingMaxHpsaScoreMh,maxMuaPrimaryCareScore,nhscMaxHpsaScoreMh,specialtyTwo,semesterEndYear,sitePostalCode,siteLatitude,semesterSeason,siteProgramAbbreviatedList,siteAddressLine2,nhscMaxHpsaScorePc,siteCity,disciplineTwo,workSchedule,siteId,psMaxHpsaScoreMh,siteLongitude,camhpsActive,nhscMaxHpsaScoreDh,psMaxHpsaScorePc,siteStateAbbreviation,siteStateName,nhscActive,nursingMaxHpsaScorePc,siteTagList,siteOpportunityId,maxMctaHpsaScore,siteName,discipline,psMaxHpsaScoreDh,sitePhoneNumber,starActive,starMaxHpsaScoreMh,esrExternalIdentifier,siteAddressLine1,trainingSite,disciplineSpecialty,recordKey,disciplineOne,nursingActive,specialtyOne,opportunityType
NA,22,NA,22,,0,97301,44.929956,,,,18,Salem,,"{'fullTime': True, 'partTime': False}",1BC7653A-2878-41B8-97BD-935DD1295971,22,-122.983345,True,25,18,OR,,True,18,['SITE_PROFILE_COMPLETED'],9BF2CB25-CA93-4BF5-ABCC-D214C6229333,19,Yakima Valley Farm Workers Clinic - Lancaster Family Health Center at Lancaster,"['Physician, MD/DO']",25,,True,22,,255 Lancaster Dr NE,False,"['Physician, MD/DO - Family Practice']",9BF2CB25-CA93-4BF5-ABCC-D214C6229333,"Physician, MD/DO",True,Family Practice,Job
NA,22,61.0000,22,,0,97838,45.845334,,,,18,Hermiston,,"{'fullTime': True, 'partTime': False}",C9468794-F3EF-4E20-BF55-518451C7EC1A,22,-119.31097,True,25,18,OR,,True,18,['SITE_PROFILE_COMPLETED'],543EB69C-25D6-4A9E-9D68-E28C6145EF60,19,Mirasol Family Health Center - Yakima Valley Farm Workers Clinic,"['Physician, MD/DO']",25,,True,22,,589 NW 11th St,False,"['Physician, MD/DO - Family Practice']",543EB69C-25D6-4A9E-9D68-E28C6145EF60,"Physician, MD/DO",True,Family Practice,Job
NA,20,NA,20,,0,93727,36.768273,,,,21,Fresno,,"{'fullTime': True, 'partTime': False}",7375FCA4-8F95-48C4-A7FB-E73FC0355612,20,-119.729048,True,NA,21,CA,California,True,21,['SITE_PROFILE_COMPLETED'],F13957CF-CD13-4C39-A8B5-4FEA9C803E43,20,Clinica Sierra Vista - North Fine,"['Physician, MD/DO']",23,,False,20,,"1945 N Fine Ave, Ste 116",False,"['Physician, MD/DO - OB/GYN']",F13957CF-CD13-4C39-A8B5-4FEA9C803E43,"Physician, MD/DO",True,OB/GYN,Job
NA,21,59.0000,NA,,0,98802,47.4198188,,,,13,East Wenatchee,,"{'fullTime': True, 'partTime': False}",85C54D03-342E-4CC5-8171-73EEE6A9B8A7,21,-120.28191025,True,17,13,WA,,True,13,['SITE_PROFILE_COMPLETED'],0AF2AC47-5010-43CF-944E-F949653BA6D6,13,Columbia Valley Community Health - East Wenatchee Clinic,"['Physician, MD/DO']",17,,False,21,,940 Eastmont Ave,False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Family Practice w/ OB']",0AF2AC47-5010-43CF-944E-F949653BA6D6,"Physician, MD/DO",True,Family Practice,Job
NA,21,NA,21,,0,98801,47.418623,,,,13,Wenatchee,,"{'fullTime': True, 'partTime': False}",613805C5-F3DB-455B-AA71-7DEC5680A6A6,21,-120.317729,True,17,13,WA,,True,13,['SITE_PROFILE_COMPLETED'],90495BDA-A6F9-4E2D-94CC-5ED0C70EAF8B,13,Columbia Valley Community Health - Wenatchee,"['Physician, MD/DO']",17,,True,21,,"600 Orondo Ave, Ste 1",False,"['Physician, MD/DO - Family Practice', 'Physician, MD/DO - Family Practice w/ OB']",90495BDA-A6F9-4E2D-94CC-5ED0C70EAF8B,"Physician, MD/DO",True,Family Practice,Job
NA,17,NA,NA,,0,14048,42.460434,,,,17,Dunkirk,,"{'fullTime': True, 'partTime': False}",8B9C012A-B47C-4582-9CD2-47A57E2BFB35,17,-79.314943,True,NA,17,NY,New York,True,17,['SITE_PROFILE_COMPLETED'],EAFD4BA9-FCB7-4F18-B85B-191D2E25981A,6,"General Physician, PC - Dunkirk","['Physician, MD/DO']",18,7168489647,True,17,,3898 Vineyard Dr,False,"['Physician, MD/DO - General Practice', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",EAFD4BA9-FCB7-4F18-B85B-191D2E25981A,"Physician, MD/DO",True,General Practice,Job
NA,20,56.0000,20,,0,45331,40.084476,,,,12,Greenville,,"{'fullTime': True, 'partTime': False}",142B1AE8-F344-40F4-8D5F-199A6ADD024E,20,-84.627526,True,20,12,OH,,True,12,['SITE_PROFILE_COMPLETED'],7BD16BAB-2964-48F8-81D8-B0782BDA6981,21,Family Health Services of Darke County - Greenville,"['Physician, MD/DO']",20,,True,20,,5735 Meeker Rd,False,"['Physician, MD/DO - OB/GYN']",7BD16BAB-2964-48F8-81D8-B0782BDA6981,"Physician, MD/DO",True,OB/GYN,Job
NA,21,NA,21,,0,29605,34.816335,,,,11,Greenville,,"{'fullTime': True, 'partTime': False}",C1DC0254-27D9-44C0-AE10-AAF0F5C712F6,21,-82.414109,True,NA,11,SC,South Carolina,True,11,['SITE_PROFILE_COMPLETED'],AF4C3F3D-AF07-4907-AA8A-72A6147DAC6D,18,New Horizon Family Health Services Inc - New Horizon Family Health Services Main Site,"['Physician, MD/DO']",25,8647298330,True,21,,975 W Faris Rd,False,"['Physician, MD/DO - Internal Medicine - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",AF4C3F3D-AF07-4907-AA8A-72A6147DAC6D,"Physician, MD/DO",True,Internal Medicine - Pediatrics,Job
NA,21,NA,21,,0,29651,34.946225,,,,11,Greer,,"{'fullTime': True, 'partTime': False}",8CFB4291-072B-44F4-80F2-91CE2FE6462D,21,-82.22309,True,NA,11,SC,South Carolina,True,11,['SITE_PROFILE_COMPLETED'],D50C267F-42B2-4E6C-BEB7-98D8341F3CCF,18,New Horizon Family Health Services Inc - Greer,"['Physician, MD/DO']",25,8648012035,True,21,,"111 Berry Ave, #A",False,"['Physician, MD/DO - Internal Medicine - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",D50C267F-42B2-4E6C-BEB7-98D8341F3CCF,"Physician, MD/DO",True,Internal Medicine - Pediatrics,Job
50.0000,21,NA,21,,0,06351,41.611348,,,,21,Jewett City,,"{'fullTime': True, 'partTime': False}",76009D0C-4843-4416-A645-807F2B114C9D,21,-71.973216,True,25,21,CT,Connecticut,True,21,['SITE_PROFILE_COMPLETED'],A07684A6-5928-46BC-A709-A688A4794F0A,17,United Community and Family Services - Griswold Health Center,"['Physician, MD/DO']",25,,True,21,,226 E Main St,False,"['Physician, MD/DO - Internal Medicine']",A07684A6-5928-46BC-A709-A688A4794F0A,"Physician, MD/DO",True,Internal Medicine,Job
50.0000,21,NA,21,,0,06360,41.546871,,,,21,Norwich,,"{'fullTime': True, 'partTime': False}",D0E911A4-18F3-4750-9B2D-B14E44525A50,21,-72.091923,True,25,21,CT,Connecticut,True,21,['SITE_PROFILE_COMPLETED'],6C802ADC-8CA5-40A6-8A65-D410FC1E2F4F,17,United Community and Family Services - Norwich Health Center,"['Physician, MD/DO']",25,,True,21,,47 Town St,False,"['Physician, MD/DO - Internal Medicine']",6C802ADC-8CA5-40A6-8A65-D410FC1E2F4F,"Physician, MD/DO",True,Internal Medicine,Job
50.0000,21,NA,21,,0,06360,41.546871,,,,21,Norwich,,"{'fullTime': True, 'partTime': False}",D0E911A4-18F3-4750-9B2D-B14E44525A50,21,-72.091923,True,25,21,CT,Connecticut,True,21,['SITE_PROFILE_COMPLETED'],B3D6FD70-5762-48DC-86DB-A1A8EF87CAD4,17,United Community and Family Services - Norwich Health Center,"['Physician, MD/DO']",25,,True,21,,47 Town St,False,"['Physician, MD/DO - Internal Medicine']",B3D6FD70-5762-48DC-86DB-A1A8EF87CAD4,"Physician, MD/DO",True,Internal Medicine,Job
NA,19,61.0000,19,,0,43215,39.964903,,,,19,Columbus,,"{'fullTime': True, 'partTime': False}",C611F724-E9D1-4EEF-A6D6-C7B41457F0CC,19,-83.001744,True,23,19,OH,Ohio,True,19,['SITE_PROFILE_COMPLETED'],C76622F0-32F1-45DA-B833-24B9453D7EC1,17,"Southeast, Inc. - Downtown Columbus Clinic","['Physician, MD/DO']",23,6142250980,True,19,,16 W Long St,False,"['Physician, MD/DO - Family Practice']",C76622F0-32F1-45DA-B833-24B9453D7EC1,"Physician, MD/DO",True,Family Practice,Job
NA,18,55.0000,NA,General Practice,0,36744,32.69472918,,['ADVANCED_NURSING_EDUCATION_PROGRAM:Active'],,22,Greensboro,"Physician, MD/DO","{'fullTime': True, 'partTime': False}",B4D22797-22F3-45AE-984A-F610A09A0BA7,18,-87.58689111,True,NA,22,AL,Alabama,True,22,['SITE_PROFILE_COMPLETED'],BC2AA8F4-536E-40D7-B317-8CCB97E4063B,20,Hale County Hospital - Hale County Hospital Clinic,"['Nurse Practitioner', 'Physician, MD/DO']",20,3346244442,False,18,,508 Greene St,False,"['Nurse Practitioner - Family Practice', 'Nurse Practitioner - Acute Care', 'Nurse Practitioner - Family', 'Nurse Practitioner - Critical Care', 'Physician, MD/DO - General Practice', 'Nurse Practitioner - Other', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",BC2AA8F4-536E-40D7-B317-8CCB97E4063B,Nurse Practitioner,True,Family Practice,Job
NA,20,64.0000,20,,0,47403,39.161385,,,,22,Bloomington,,"{'fullTime': True, 'partTime': False}",8C34F3CB-F7DF-42F3-A256-856B0FA2DCD2,20,-86.542655,True,25,22,IN,Indiana,True,22,['SITE_PROFILE_COMPLETED'],FFD3F6FC-4946-4983-900E-270AE3A18489,20,HealthNet - Bloomington Health and Dental Center,"['Physician, MD/DO']",25,3179572019,True,20,,811 W 2nd St,False,"['Physician, MD/DO - Internal Medicine - Pediatrics']",FFD3F6FC-4946-4983-900E-270AE3A18489,"Physician, MD/DO",True,Internal Medicine - Pediatrics,Job
NA,20,57.0000,20,,0,46203,39.737813,,,,22,Indianapolis,,"{'fullTime': True, 'partTime': False}",30FC0B63-5F9D-435B-92CE-9102E36BA00B,20,-86.107838,True,25,22,IN,Indiana,True,22,['SITE_PROFILE_COMPLETED'],04351DC4-2066-4534-BF6D-D23EA3B92512,20,HealthNet - Barrington Health Center,"['Physician, MD/DO']",25,,True,20,,3401 E Raymond St,False,"['Physician, MD/DO - OB/GYN']",04351DC4-2066-4534-BF6D-D23EA3B92512,"Physician, MD/DO",True,OB/GYN,Job
NA,20,59.0000,20,,0,46202,39.791743,,,,22,Indianapolis,,"{'fullTime': True, 'partTime': False}",5E547771-DB92-4268-A632-95362CEA566C,20,-86.163038,True,NA,22,IN,Indiana,True,22,['SITE_PROFILE_COMPLETED'],D4F394BC-5299-415C-BDFF-6593A2155707,20,HealthNet - Downtown Health Center,"['Physician, MD/DO']",25,,True,20,,1801 Senate Blvd,False,"['Physician, MD/DO - OB/GYN']",D4F394BC-5299-415C-BDFF-6593A2155707,"Physician, MD/DO",True,OB/GYN,Job
NA,20,60.0000,NA,Internal Medicine,0,50314,41.600412,,,,19,Des Moines,"Physician, MD/DO","{'fullTime': True, 'partTime': False}",61518EAF-2AF9-4054-8497-11CAEFA1E3FC,20,-93.633128,True,21,19,IA,Iowa,True,19,['SITE_PROFILE_COMPLETED'],19E1E7FF-42F8-487E-A897-132217F21955,17,"Primary Health Care, Inc. - University Avenue Clinic","['Faculty - Medical', 'Physician, MD/DO']",21,5152481888,False,20,,1200 University Ave,False,"['Faculty - Medical', 'Physician, MD/DO - Internal Medicine']",19E1E7FF-42F8-487E-A897-132217F21955,Faculty - Medical,True,Internal Medicine,Job
NA,19,61.0000,19,,0,24055,36.735943,,,,20,Bassett,,"{'fullTime': True, 'partTime': False}",609E1994-38B5-49B9-B7CC-84D97D28A3A3,19,-79.959225,True,NA,20,VA,,True,20,['SITE_PROFILE_COMPLETED'],F95F1697-BD76-49AB-A1E9-C0EEE2763CFF,23,Connect Health + Wellness - Bassett,"['Physician, MD/DO']",25,,True,19,,324 T B Stanley Hwy,False,"['Physician, MD/DO - Family Practice']",F95F1697-BD76-49AB-A1E9-C0EEE2763CFF,"Physician, MD/DO",True,Family Practice,Job
53.0000,21,NA,21,,0,95901,39.120365,,,,18,Marysville,,"{'fullTime': True, 'partTime': False}",0B9BB2B5-D42F-4644-878C-811636EAB77E,21,-121.56603,True,NA,18,CA,,True,18,['SITE_PROFILE_COMPLETED'],B29ABCC9-68E8-434B-9811-FE61C4C25775,18,Peach Tree Health - Linda,"['Physician, MD/DO']",23,,True,21,,"5730 Packard Ave, Ste 500",False,"['Physician, MD/DO - OB/GYN']",B29ABCC9-68E8-434B-9811-FE61C4C25775,"Physician, MD/DO",True,OB/GYN,Job
NA,18,59.0000,18,,0,97761,44.755209,,,,18,Warm Springs,,"{'fullTime': True, 'partTime': False}",1610C1F3-3D11-4626-8C9C-5E64328B1E9E,18,-121.272414,True,22,18,OR,,True,18,['SITE_PROFILE_COMPLETED'],3A4A8767-87C3-4FD7-8EE4-99F15A03CA92,18,Warm Springs Service Unit - Warm Springs Health and Wellness Center,"['Physician, MD/DO']",22,5415531196,True,18,,Kot-Num Rd,False,"['Physician, MD/DO - Family Practice']",3A4A8767-87C3-4FD7-8EE4-99F15A03CA92,"Physician, MD/DO",True,Family Practice,Job
NA,21,42.0000,21,,0,27804,35.94636,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",88961A3A-593A-4472-87AB-4EA69447C0DE,21,-77.800462,True,25,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],575D7E77-FB7B-4EEE-AE5A-A68F43CC391A,23,OIC Family Medical Center at Happy Hill,"['Physician, MD/DO']",25,,True,21,,300 N Grace St,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",575D7E77-FB7B-4EEE-AE5A-A68F43CC391A,"Physician, MD/DO",True,Pediatrics,Job
NA,21,42.0000,21,,0,27804,35.974608,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",0B9A2027-81FC-49D1-AD82-62665F19DF28,21,-77.819462,True,NA,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],10838B44-2187-45D2-BF30-81F244F05923,23,OIC Family Medical Center at Community Health Plaza,"['Physician, MD/DO']",25,,True,21,,1041 Noell Lane,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",10838B44-2187-45D2-BF30-81F244F05923,"Physician, MD/DO",True,Pediatrics,Job
NA,21,42,21,,0,27804,35.963126,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",74F2B43A-4F24-4653-9F9A-2BA39D4C9D31,21,-77.857371,True,NA,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],EBF3270E-7B0C-4899-8F8D-C6881FB07827,23,OIC Family Medical Center Guardian Court,"['Physician, MD/DO']",25,,True,21,,90 Guardian Court,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",EBF3270E-7B0C-4899-8F8D-C6881FB07827,"Physician, MD/DO",True,Pediatrics,Job
NA,21,42.0000,21,,0,27804,35.94636,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",88961A3A-593A-4472-87AB-4EA69447C0DE,21,-77.800462,True,25,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],0ED63907-E1BC-4BF2-8316-EDFD3D1C1AC4,23,OIC Family Medical Center at Happy Hill,"['Physician, MD/DO']",25,,True,21,,300 N Grace St,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",0ED63907-E1BC-4BF2-8316-EDFD3D1C1AC4,"Physician, MD/DO",True,Pediatrics,Job
NA,21,42.0000,21,,0,27804,35.974608,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",0B9A2027-81FC-49D1-AD82-62665F19DF28,21,-77.819462,True,NA,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],182BF2F1-3DD8-4D26-B370-4FDD9D00F7E2,23,OIC Family Medical Center at Community Health Plaza,"['Physician, MD/DO']",25,,True,21,,1041 Noell Lane,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",182BF2F1-3DD8-4D26-B370-4FDD9D00F7E2,"Physician, MD/DO",True,Pediatrics,Job
NA,21,46.0000,NA,,0,27801,35.945252,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",AB81FBCA-CCC0-49A4-B5BD-897424439A55,21,-77.792614,True,NA,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],774BC86A-1F6B-47E6-BED2-7D2D3622C597,23,OIC Specialty Care Center - Primary Care Clinic,"['Physician, MD/DO']",25,,True,21,,260 Albemarle Ave,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",774BC86A-1F6B-47E6-BED2-7D2D3622C597,"Physician, MD/DO",True,Pediatrics,Job
NA,21,42.0000,NA,,0,27803,35.92856,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",4F720EDD-8009-4166-AB4B-DD156FE4A1DE,21,-77.818034,True,NA,22,NC,North Carolina,True,22,['SITE_PROFILE_COMPLETED'],2740308D-2DA0-4DA3-91B5-1D0019CEBD6B,23,OIC Williford School Clinic,"['Physician, MD/DO']",25,2522123484,True,21,,801 Williford St,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",2740308D-2DA0-4DA3-91B5-1D0019CEBD6B,"Physician, MD/DO",True,Pediatrics,Job
NA,21,46.0000,21,,0,27801,35.929164,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",1F33C8BA-C1A6-4DB7-8906-FD466A746D3C,21,-77.773815,True,NA,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],4F7E0CC5-F103-43E1-BE2A-38BB3D374081,23,"Opportunities Industrialization Center, Inc. - Fairview","['Physician, MD/DO']",25,,True,21,,111 South Fairview Road,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",4F7E0CC5-F103-43E1-BE2A-38BB3D374081,"Physician, MD/DO",True,Pediatrics,Job
NA,21,42.0000,21,,0,27804,35.974608,,,,22,Rocky Mount,,"{'fullTime': True, 'partTime': False}",0B9A2027-81FC-49D1-AD82-62665F19DF28,21,-77.819462,True,NA,22,NC,,True,22,['SITE_PROFILE_COMPLETED'],D2005416-493A-4586-971F-A0832EA0051A,23,OIC Family Medical Center at Community Health Plaza,"['Physician, MD/DO']",25,,True,21,,1041 Noell Lane,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice', 'Physician, MD/DO - Internal Medicine']",D2005416-493A-4586-971F-A0832EA0051A,"Physician, MD/DO",True,Pediatrics,Job
0.0000,18,59.0000,18,,0,60659,41.996289,,,,19,Chicago,,"{'fullTime': True, 'partTime': True}",065ECC19-0EEB-451E-BA07-0AE498534DD5,18,-87.689775,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],A99B66B1-41C0-4200-BA03-61BEE148C41F,18,"Asian Human Services Family Health Center, Inc.","['Physician, MD/DO']",23,,True,18,,6301 N Western Ave,False,"['Physician, MD/DO - Pediatrics']",A99B66B1-41C0-4200-BA03-61BEE148C41F,"Physician, MD/DO",True,Pediatrics,Job
NA,18,NA,18,,0,60077,42.04112,,,,19,Skokie,,"{'fullTime': True, 'partTime': True}",0D60A88A-189A-4377-830C-72C5FB5139D8,18,-87.759329,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],6F87C7CD-7A36-41BC-9282-EBC5C2557962,18,Asian Human Services Family Health Center - Skokie Clinic,"['Physician, MD/DO']",23,,True,18,,8800 Lockwood Ave,False,"['Physician, MD/DO - Pediatrics']",6F87C7CD-7A36-41BC-9282-EBC5C2557962,"Physician, MD/DO",True,Pediatrics,Job
NA,18,NA,18,,0,60714,42.054677,,,,19,Niles,,"{'fullTime': True, 'partTime': True}",E663DB1C-1864-4324-965C-A8D92C8969B4,18,-87.834066,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],5176BB8A-9338-4740-BE06-18BC47DDBEDA,18,Asian Human Services Family Health Center - Niles Clinic,"['Physician, MD/DO']",23,,True,18,,8321 W Golf Rd,False,"['Physician, MD/DO - Pediatrics']",5176BB8A-9338-4740-BE06-18BC47DDBEDA,"Physician, MD/DO",True,Pediatrics,Job
0.0000,18,59.0000,18,,0,60659,41.990415,,,,19,Chicago,,"{'fullTime': True, 'partTime': True}",35BBCE68-43BA-49BD-B146-F0804409FAEB,18,-87.692328,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],63CC3CF4-EFC9-48E3-91CE-5A3D18AC3C7A,18,Asian Human Services Family Health Center - West Building,"['Physician, MD/DO']",23,,True,18,,2505 W Peterson Ave,False,"['Physician, MD/DO - Pediatrics']",63CC3CF4-EFC9-48E3-91CE-5A3D18AC3C7A,"Physician, MD/DO",True,Pediatrics,Job
0.0000,18,59.0000,18,,0,60659,41.996289,,,,19,Chicago,,"{'fullTime': True, 'partTime': True}",065ECC19-0EEB-451E-BA07-0AE498534DD5,18,-87.689775,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],3D15472E-A0C5-4706-BC37-10FAB38A1A5B,18,"Asian Human Services Family Health Center, Inc.","['Physician, MD/DO']",23,,True,18,,6301 N Western Ave,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice']",3D15472E-A0C5-4706-BC37-10FAB38A1A5B,"Physician, MD/DO",True,Pediatrics,Job
NA,18,NA,18,,0,60077,42.04112,,,,19,Skokie,,"{'fullTime': True, 'partTime': True}",0D60A88A-189A-4377-830C-72C5FB5139D8,18,-87.759329,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],2BF139B1-7799-4D08-A437-A1FA3D3EFE19,18,Asian Human Services Family Health Center - Skokie Clinic,"['Physician, MD/DO']",23,,True,18,,8800 Lockwood Ave,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice']",2BF139B1-7799-4D08-A437-A1FA3D3EFE19,"Physician, MD/DO",True,Pediatrics,Job
NA,18,NA,18,,0,60714,42.054677,,,,19,Niles,,"{'fullTime': True, 'partTime': True}",E663DB1C-1864-4324-965C-A8D92C8969B4,18,-87.834066,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],663B31D7-B00A-4B5C-BD6F-66E04BABFF17,18,Asian Human Services Family Health Center - Niles Clinic,"['Physician, MD/DO']",23,,True,18,,8321 W Golf Rd,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice']",663B31D7-B00A-4B5C-BD6F-66E04BABFF17,"Physician, MD/DO",True,Pediatrics,Job
0.0000,18,59.0000,18,,0,60659,41.990415,,,,19,Chicago,,"{'fullTime': True, 'partTime': True}",35BBCE68-43BA-49BD-B146-F0804409FAEB,18,-87.692328,True,23,19,IL,,True,19,['SITE_PROFILE_COMPLETED'],86182111-24B6-44AE-A614-7BDE1D2977A0,18,Asian Human Services Family Health Center - West Building,"['Physician, MD/DO']",23,,True,18,,2505 W Peterson Ave,False,"['Physician, MD/DO - Pediatrics', 'Physician, MD/DO - Family Practice']",86182111-24B6-44AE-A614-7BDE1D2977A0,"Physician, MD/DO",True,Pediatrics,Job
NA,NA,NA,NA,,0,92395,34.48136637196,,,,NA,Victorville,,"{'fullTime': True, 'partTime': False}",2BA2450B-EE93-42F8-81F3-DE0DA8B1A76E,NA,-117.289110737522,True,NA,NA,CA,California,True,NA,['SITE_PROFILE_COMPLETED'],7756701B-FA62-42A3-8B70-64657FD5845A,NA,Valencia Pediatrics,"['Physician, MD/DO']",NA,7609555656,False,NA,,"12677 Hesperia Rd, Suite 160",False,"['Physician, MD/DO - Pediatrics']",7756701B-FA62-42A3-8B70-64657FD5845A,"Physician, MD/DO",False,Pediatrics,Job
NA,16,61.0000,NA,,0,83522,46.050458432199,,,,15,Cottonwood,,"{'fullTime': True, 'partTime': False}",2E1B3D68-D694-40F3-BDD6-2056C115E0CB,16,-116.351673908696,True,NA,15,ID,,True,15,['SITE_PROFILE_COMPLETED'],DD883E9F-3FBB-4402-AD9B-C939518A682C,15,St. Mary's Hospital (CAH),"['Physician, MD/DO']",16,,False,16,,701 Lewiston St,False,"['Physician, MD/DO - Family Practice w/ OB']",DD883E9F-3FBB-4402-AD9B-C939518A682C,"Physician, MD/DO",True,Family Practice w/ OB,Job
NA,16,61.0000,NA,,0,83522,46.05045843,,,,15,Cottonwood,,"{'fullTime': True, 'partTime': False}",F2249F6A-363B-4566-B082-265A61AB1554,16,-116.35167391,True,NA,15,ID,Idaho,True,15,['SITE_PROFILE_COMPLETED'],CDDC7192-C5A4-46F1-B5B7-2BB09585504A,15,St. Mary's Hospital Cottonwood Clinic,"['Physician, MD/DO']",16,2089623267,False,16,,701 Lewiston St,False,"['Physician, MD/DO - Family Practice w/ OB']",CDDC7192-C5A4-46F1-B5B7-2BB09585504A,"Physician, MD/DO",True,Family Practice w/ OB,Job
52.0000,16,NA,NA,,0,83536,46.22652052,,,,13,Kamiah,,"{'fullTime': True, 'partTime': False}",E9A7B989-F288-4BCA-9AC8-7A9966D976B7,16,-116.02532334,True,NA,13,ID,,True,13,['SITE_PROFILE_COMPLETED'],FDC3BA9C-E096-4F7E-AD40-AEDEE080AC1D,15,St. Mary's Kamiah Medical Clinic,"['Physician, MD/DO']",12,,False,16,,518 Oak St,False,"['Physician, MD/DO - Family Practice w/ OB']",FDC3BA9C-E096-4F7E-AD40-AEDEE080AC1D,"Physician, MD/DO",True,Family Practice w/ OB,Job
NA,19,50.0000,19,,0,67214,37.700064,,,,19,Wichita,,"{'fullTime': True, 'partTime': False}",F9269B93-5A86-4F5B-85C5-B7D576BD3C95,19,-97.336867,True,NA,19,KS,Kansas,True,19,['SITE_PROFILE_COMPLETED'],1EA031FA-F932-49E4-9DDA-4DC2E54984FA,18,Hunter Health - HumanKind Ministries Clinic,"['Physician, MD/DO']",25,3162609158,True,19,,935 N Market St,False,"['Physician, MD/DO - Family Practice']",1EA031FA-F932-49E4-9DDA-4DC2E54984FA,"Physician, MD/DO",True,Family Practice,Job
NA,19,NA,19,,0,67210,37.644356,,,,19,Wichita,,"{'fullTime': True, 'partTime': False}",040E5C3A-A47E-41E0-AABF-D6B8C87E73D7,19,-97.290748,True,25,19,KS,,True,19,['SITE_PROFILE_COMPLETED'],A77E4D27-B60B-4979-AC93-413684AD833B,18,Hunter Health - Brookside Clinic,"['Physician, MD/DO']",25,,True,19,,2750 S Roosevelt St,False,"['Physician, MD/DO - Family Practice']",A77E4D27-B60B-4979-AC93-413684AD833B,"Physician, MD/DO",True,Family Practice,Job
NA,19,NA,19,,0,67214,37.693657,,,,19,Wichita,,"{'fullTime': True, 'partTime': False}",795B0E5D-288D-493A-B3F5-DBF38CB2D8D3,19,-97.308429,True,25,19,KS,,True,19,['SITE_PROFILE_COMPLETED'],9D6927DE-E97D-4ED1-89C4-22FF81B50961,18,Hunter Health - Main Clinic,"['Physician, MD/DO']",25,,True,19,,2318 E Central Ave,False,"['Physician, MD/DO - Family Practice']",9D6927DE-E97D-4ED1-89C4-22FF81B50961,"Physician, MD/DO",True,Family Practice,Job
